SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533344,PTCFIN SER  ,B ,Q,42.45,43.00,41.80,42.15,42.15,42.45,1054,128980,5465602.00,
533385,N100        ,E ,Q,370.01,374.95,362.00,362.17,362.00,370.01,19,398,144634.00,
533389,SHILPI CABLE,B ,Q,222.30,224.50,212.00,221.95,221.95,220.40,1189,72641,16039114.00,
533393,TCI DEVELP  ,B ,Q,344.10,344.10,344.05,344.05,344.05,352.30,3,15,5160.00,
533398,MUTHOOT FIN ,A ,Q,348.00,357.00,340.70,343.60,346.55,346.45,2488,75984,26578147.00,
533400,FCONSUMER   ,B ,Q,22.80,23.60,22.65,23.30,23.30,22.65,1496,578345,13405749.00,
533401,SERVALAKSHMI,T ,Q,4.40,4.40,3.99,3.99,3.99,4.20,13,4225,16868.00,
533407,CIL NOVA    ,B ,Q,24.00,24.00,24.00,24.00,24.00,23.45,3,200,4800.00,
533408,BSLGOLDETF  ,E ,Q,2817.99,2817.99,2817.99,2817.99,2817.99,2818.99,1,1,2817.00,
533411,SANGH FORG  ,B ,Q,43.00,45.75,43.00,44.00,44.00,44.10,16,518,22739.00,
533427,VMS INDUSTR ,XD,Q,17.35,17.35,17.35,17.35,17.35,17.05,2,10,173.00,
533451,KARMA ENERG ,B ,Q,49.00,49.90,48.30,49.50,49.50,49.00,14,4300,210638.00,
533452,WEIZMANN FX ,B ,Q,244.90,245.00,240.00,240.00,240.00,241.00,40,836,202547.00,
533470,RUSHIL DECOR,B ,Q,670.00,678.05,656.05,660.00,660.00,670.15,465,4963,3315746.00,
533477,ENKEI WHEEL ,XC,Q,181.10,182.95,178.00,180.05,180.85,180.80,63,5024,907309.00,
533482,KRIINFRA    ,B ,Q,57.45,58.80,57.45,57.50,57.50,59.00,54,726,42024.00,
533499,BGLOBAL     ,T ,Q,15.55,15.55,15.55,15.55,15.55,16.35,16,11105,172682.00,
533506,INVENTURE   ,B ,Q,20.50,20.50,18.50,18.70,18.70,19.95,108,399431,8013255.00,
533519,LNT FH      ,A ,Q,103.00,105.25,102.60,104.75,104.75,102.45,3361,687532,71660190.00,
533520,INDBULL WSL ,B ,Q,24.70,24.70,24.10,24.30,24.15,24.00,57,4360,106259.00,
533525,HEALTHTECH  ,XD,Q,25.80,27.05,25.80,27.05,27.05,25.90,2,600,16105.00,
533540,TREE HOUSE  ,T ,Q,20.85,22.00,20.85,21.55,21.55,21.50,120,26319,566733.00,
533543,BROOKS LABS ,B ,Q,141.00,145.00,139.45,142.50,143.90,139.40,466,62556,8826512.00,
533552,RUPA & CO   ,B ,Q,255.00,256.00,252.85,255.70,256.00,255.10,7,113,28772.00,
533553,TD POWER    ,B ,Q,177.10,177.65,170.10,173.05,173.90,180.20,704,12386,2156442.00,
533569,SRS LIMITED ,T ,Q,5.67,6.21,5.65,6.21,6.21,5.92,291,234417,1387250.00,
533570,AXISGOLD    ,E ,Q,2600.00,2600.00,2575.00,2575.00,2575.00,2604.60,5,61,157325.00,
533573,ALEM PHARMA ,A ,Q,558.35,563.25,553.00,557.30,555.00,554.70,583,9808,5465862.00,
533576,VASWANI IND ,B ,Q,11.43,12.05,11.43,11.50,11.49,11.80,10,6402,73867.00,
533581,PG ELECTRO  ,B ,Q,156.00,189.35,155.70,187.60,187.60,157.80,1806,167401,30868055.00,
533602,LESHAIND    ,XD,Q,2.85,2.85,2.85,2.85,2.85,2.74,2,127,361.00,
533605,PRAKASH CON ,B ,Q,4.92,5.00,4.90,4.94,4.94,4.96,68,71867,356187.00,
533608,RDB RASAYAN ,XD,Q,43.25,45.30,43.25,45.05,45.05,43.15,201,119672,5403151.00,
533629,TIJARIA PPL ,B ,Q,7.00,7.00,6.85,6.86,6.86,7.00,25,7266,50536.00,
533632,ONELIFE CAP ,B ,Q,22.00,24.00,22.00,23.00,23.00,22.05,25,3306,76544.00,
533638,FLEXITUFF   ,B ,Q,199.85,200.00,197.00,198.50,198.50,199.95,31,5048,1005692.00,
533644,UJAAS       ,B ,Q,45.60,45.70,43.90,44.35,44.35,45.10,1037,196863,8791003.00,
533655,TRIVENITURB ,B ,Q,122.45,125.90,119.65,125.15,125.00,119.10,354,19400,2371771.00,
533676,INDO THAI   ,B ,Q,22.95,22.95,21.75,22.45,22.50,21.40,10,290,6465.00,
533704,ESSAR SHIP  ,B ,Q,28.20,28.20,27.65,27.75,27.75,27.80,50,21785,607469.00,
533719,IDBIGOLD    ,E ,Q,2711.00,2711.00,2625.01,2625.01,2625.01,2745.00,4,11,29219.00,
533758,APL APOLLO  ,B ,Q,1093.85,1110.00,1081.80,1099.20,1108.00,1072.30,309,2202,2421454.00,
533761,GPT INFRA   ,B ,Q,254.00,254.05,249.95,250.00,250.00,249.95,50,102233,25893531.00,
533790,KGN ENT     ,XD,Q,4.78,4.78,4.78,4.78,4.78,4.69,3,433,2069.00,
533896,FERVENTSYN  ,XD,Q,25.10,29.50,25.10,26.05,26.05,27.05,34,2589,68244.00,
533982,TERASOFTWARE,B ,Q,109.00,111.00,107.75,108.50,108.25,110.15,106,5600,608278.00,
534060,PMCFIN      ,XD,Q,0.52,0.54,0.48,0.52,0.52,0.51,298,5348669,2722333.00,
534063,FUT SOL     ,XT,Q,38.15,38.15,38.10,38.10,38.10,40.10,2,501,19088.00,
534076,ORIENT REF  ,B ,Q,118.10,119.00,116.50,117.55,117.55,116.65,461,15727,1852263.00,
534091,MCX LTD     ,B ,Q,1213.00,1244.00,1192.00,1198.10,1198.10,1198.85,9390,117228,142622826.00,
534139,SCHNEIDER   ,B ,Q,143.90,148.00,142.25,144.95,144.95,142.75,392,25105,3633069.00,
534184,NORL        ,B ,Q,4.97,5.07,4.96,5.02,5.05,4.97,95,52256,262400.00,
534190,OLYMPIC     ,XD,Q,17.00,17.85,17.00,17.85,17.85,17.00,2,101,1717.00,
534309,NBCC        ,B ,Q,276.80,278.00,271.65,275.55,276.50,275.20,2181,123703,34025450.00,
534312,MT EDUCARE  ,B ,Q,128.00,128.95,126.00,127.50,128.00,127.35,300,16964,2159104.00,
534328,HEXATRADEX  ,B ,Q,17.30,18.40,17.30,17.75,17.75,17.35,37,15699,281995.00,
534338,MAXHEIGHTS  ,XD,Q,53.00,54.75,50.05,53.85,54.05,53.35,18,2872,154559.00,
534369,TBZ LTD     ,B ,Q,67.00,69.00,67.00,67.90,67.90,67.20,494,46688,3178679.00,
534392,VSSL        ,B ,Q,110.60,112.95,105.85,107.30,107.30,109.75,103,11172,1215457.00,
534422,LOOKS       ,T ,Q,12.65,13.00,12.65,13.00,13.00,13.30,5,28701,370218.00,
534425,SPECIALITY R,B ,Q,78.90,79.75,77.10,79.00,79.00,79.05,25,1952,153794.00,
534532,LYPSA GEMS  ,B ,Q,65.50,66.45,64.75,65.35,65.10,64.95,325,47620,3116585.00,
534535,BIOGRPAPER  ,XT,Q,2.08,2.08,2.08,2.08,2.08,1.99,3,305,634.00,
534567,VKS PROJECTS,T ,Q,0.12,0.12,0.11,0.12,0.12,0.12,13,30502,3460.00,
534597,RTNINFRA    ,B ,Q,2.97,3.02,2.97,3.00,3.00,2.98,52,79263,237324.00,
534598,SEPOWER     ,T ,Q,16.20,16.25,15.50,15.50,15.50,16.25,24,3979,63821.00,
534612,AMTL        ,B ,Q,29.20,29.20,28.60,28.80,28.80,29.00,50,12825,371193.00,
534615,NECC LTD    ,T ,Q,99.80,101.70,98.80,101.70,101.70,96.90,3171,557827,56504605.00,
534618,SANGAM ADV  ,T ,Q,23.55,25.00,23.50,23.65,25.00,24.70,9,2880,68154.00,
534623,JUPITER INFO,XD,Q,70.00,73.80,69.50,71.25,71.25,69.75,551,30806,2178144.00,
534674,DUCON       ,B ,Q,65.85,68.15,64.50,68.05,68.05,64.95,303,95125,6436131.00,
534675,PROZONINTU  ,B ,Q,37.40,37.50,35.60,36.10,36.10,37.20,345,196556,7106944.00,
534680,SRG HFL     ,B ,Q,86.35,86.35,86.35,86.35,86.35,82.25,6,13400,1157090.00,
534690,LAKSHMIVILAS,B ,Q,140.00,142.50,139.50,139.85,140.00,139.85,7946,222450,31343260.00,
534691,COMFORT COM ,B ,Q,16.60,17.00,16.50,16.80,16.85,16.35,53,19750,329077.00,
534707,ANSHUS CLOTH,B ,Q,2.12,2.19,2.11,2.17,2.17,2.16,16,6323,13667.00,
534731,BRONZE INFRA,B ,Q,1.42,1.45,1.30,1.31,1.31,1.44,261,524477,693364.00,
534734,RMCHEM      ,XD,Q,114.00,114.05,110.55,110.55,110.55,112.00,3,5860,667020.00,
534741,VIRTUAL GLO ,XC,Q,5.07,5.14,4.82,4.87,4.90,5.07,89,1040639,5083130.00,
534742,ZUARI AGRO  ,B ,Q,335.00,338.25,321.00,324.80,324.80,333.45,1046,36076,11899587.00,
534748,STEEL EXCH  ,XC,Q,80.00,81.55,76.70,77.00,76.70,79.80,111,38917,3090477.00,
534755,TRIO MERCAN ,XD,Q,8.59,8.92,8.59,8.92,8.92,8.50,2,150,1321.00,
534756,TARA JEWELS ,B ,Q,39.15,39.65,39.10,39.25,39.25,38.80,22,3404,133564.00,
534758,CIGNITI TECH,B ,Q,447.00,455.00,445.00,450.50,450.50,444.65,181,4028,1812009.00,
534796,PANKAJ POLY ,XD,Q,17.60,17.60,17.60,17.60,17.60,18.50,2,208,3660.00,
534804,CARE RATING ,A ,Q,1387.80,1430.00,1387.80,1415.25,1425.50,1387.80,412,5708,8096565.00,
534809,PC JEWELLER ,A ,Q,376.45,378.50,372.35,373.95,373.95,375.15,549,11906,4472049.00,
534816,BH INFRATEL ,A ,Q,292.55,303.90,292.55,299.75,299.75,292.20,6027,274966,82613289.00,
534976,VMART       ,B ,Q,520.60,536.95,520.60,528.90,528.50,529.80,159,2552,1360971.00,
535136,KAVITA FAB  ,T ,Q,9.04,9.04,9.04,9.04,9.04,8.87,1,160,1446.00,
535204,MUKTA       ,XC,Q,103.00,103.00,103.00,103.00,103.00,102.45,1,100,10300.00,
535267,COM FINCAP  ,XD,Q,14.00,14.25,14.00,14.24,14.25,14.22,24,2334,33128.00,
535276,SBISENSEX   ,B ,Q,299.00,299.00,297.50,298.95,298.95,298.35,9,287,85408.00,
535322,REPCO HOME  ,A ,Q,738.10,767.45,728.75,760.75,762.30,735.90,1254,21014,15831074.00,
535458,NRB IND BEA ,B ,Q,34.35,37.70,34.35,36.90,36.90,35.05,70,16484,599432.00,
535467,AIFL        ,B ,Q,433.00,444.95,429.00,436.70,436.50,432.55,387,79318,34778517.00,
535566,KIFS FSL    ,XD,Q,30.00,31.40,30.00,31.00,31.00,29.95,10,4215,130165.00,
535602,SHARDA MOTOR,B ,Q,1194.00,1249.95,1194.00,1228.80,1228.80,1160.00,177,1192,1447991.00,
535620,BINNY MILLS ,XD,Q,165.00,166.05,165.00,166.05,166.05,172.00,2,49,8115.00,
535621,SV GLOBAL   ,XC,Q,122.00,130.00,118.00,130.00,130.00,120.00,11,516,62768.00,
535648,JUSTDIAL    ,A ,Q,378.90,384.50,376.70,379.35,379.35,375.00,3817,160468,61125684.00,
535657,OONE        ,XD,Q,2.85,2.85,2.85,2.85,2.85,2.79,1,25,71.00,
535658,PAWANSUT    ,XT,Q,6.55,6.55,6.55,6.55,6.55,6.70,8,2152,14095.00,
535667,IFINSEC     ,B ,Q,16.40,17.10,16.35,17.00,17.00,16.30,6,2159,35442.00,
535693,BRAHM INFRA ,XD,Q,27.20,27.50,26.00,26.95,26.50,27.20,44,10807,288442.00,
535694,EDSL        ,B ,Q,10.45,10.45,10.45,10.45,10.45,9.98,1,2,20.00,
535730,KHOOBSURAT  ,XD,Q,0.47,0.47,0.45,0.45,0.45,0.47,8,16682,7592.00,
535754,ORIENT CEM  ,B ,Q,141.25,145.75,141.25,142.60,142.60,140.35,707,67408,9670872.00,
535755,ABFRL       ,B ,Q,149.00,155.40,144.50,145.45,145.45,149.05,5034,1561726,235503340.00,
535789,IBUL HSG FIN,A ,Q,788.00,802.95,785.80,794.55,794.55,779.45,6534,193142,153982551.00,
536128,VKJINFRA    ,B ,Q,12.15,12.47,11.75,12.47,12.47,11.88,185,235820,2906583.00,
536170,KUSHAL      ,T ,Q,529.30,529.30,529.30,529.30,529.30,540.10,36,1841,974441.00,
536264,TIGER LOGS  ,B ,Q,265.95,266.00,257.00,257.95,257.00,259.25,210,9867,2574382.00,
536493,JKAGRI GEN  ,XC,Q,594.95,599.00,575.00,580.15,580.00,591.15,40,857,496145.00,
536507,FUTLIF FAS  ,B ,Q,174.70,179.90,171.90,176.10,176.10,172.70,116,4911,858469.00,
536565,TRIMURTHI   ,XD,Q,5.92,6.21,5.92,6.21,6.21,6.21,3,628,3870.00,
536592,SKFL        ,B ,Q,4.52,4.52,4.50,4.52,4.52,4.52,45,356200,1604334.00,
536659,PVVINFRA    ,XD,Q,11.20,12.25,11.20,11.95,11.95,12.14,196,88719,1046264.00,
536666,STAR FERRO  ,B ,Q,97.25,97.95,96.05,97.00,97.00,97.25,29,1909,184889.00,
536737,AMRAPALI CAP,M ,Q,28.45,28.45,24.15,24.15,24.15,29.00,2,26400,699480.00,
536738,STELLAR CAP ,M ,Q,9.60,9.60,9.60,9.60,9.60,8.85,1,6000,57600.00,
536751,FIVEXTRADE  ,XD,Q,0.73,0.76,0.73,0.76,0.76,0.73,4,6220,4577.00,
536773,JIN POLY INV,B ,Q,87.45,87.45,84.95,86.80,86.80,85.80,56,2222,191237.00,
536799,SRS FINANCE ,XD,Q,13.30,14.50,13.30,14.50,14.50,13.81,23,10434,148094.00,
536846,YURANUS INFR,XD,Q,5.47,5.75,5.47,5.75,5.75,5.75,3,1000,5471.00,
536965,BP CAPITAL  ,XT,Q,19.30,19.30,19.30,19.30,19.30,18.40,1,50,965.00,
536974,CAPTAIN POLY,T ,Q,160.05,160.05,146.15,160.00,160.00,152.45,78,4225,666222.00,
536995,RCLENDPLAG  ,B ,Q,14.45,14.45,14.45,14.45,14.45,14.35,1,500,7225.00,
537007,NIFTYIWIN   ,B ,Q,89.00,89.15,88.50,88.50,88.50,89.00,9,545,48370.00,
537008,NIF100IWIN  ,B ,Q,94.35,94.35,94.25,94.25,94.25,93.50,3,38,3583.00,
537068,SATYA MINERS,XT,Q,6.58,6.58,6.19,6.19,6.19,6.28,3,210,1304.00,
537069,ARNOLD HOLD ,XT,Q,7.90,8.00,7.59,7.98,8.00,7.98,10,7350,58230.00,
537092,MODEX INT   ,XD,Q,40.50,40.50,35.90,38.20,38.20,36.85,27,8800,344448.00,
537253,SUNIL HEALTH,XC,Q,82.70,88.90,82.60,87.30,88.90,87.00,40,3953,344929.00,
537254,RCI IND     ,B ,Q,233.90,233.90,226.00,227.50,226.00,230.20,27,2434,558482.00,
537259,SUYOG TELE  ,B ,Q,510.00,510.00,483.00,495.00,495.00,472.50,12,24,11867.00,
537291,NATH BIOGEN ,B ,Q,150.70,153.40,148.00,149.95,149.95,150.35,215,14887,2257161.00,
537292,AGRI TECH   ,T ,Q,33.05,34.50,33.05,33.50,33.90,32.95,19,1260,42900.00,
537483,RELCNX100   ,B ,Q,91.15,91.15,91.15,91.15,91.15,91.20,2,290,26433.00,
537524,VIAANINDUS  ,XC,Q,131.20,131.45,131.05,131.10,131.05,130.00,46,5085,667571.00,
537536,DENIS CHEM  ,XT,Q,178.05,193.95,178.05,191.30,191.30,187.20,31,4505,835139.00,
537708,KOTAKNIFTY  ,B ,Q,884.50,885.00,878.50,881.00,881.00,881.25,7,15,13264.00,
537750,KIRAN VYPAR ,XC,Q,118.75,118.90,113.00,114.00,113.00,114.50,8,1533,181861.00,
537785,ANISHA IMPEX,M ,Q,8.10,8.10,8.10,8.10,8.10,8.10,1,20000,162000.00,
537800,MANGALAM IND,XD,Q,1.99,1.99,1.99,1.99,1.99,1.99,5,5000,9950.00,
537820,VFL         ,T ,Q,10.00,10.39,10.00,10.39,10.39,9.90,23,13804,142793.00,
537838,NEGOTIUM    ,XD,Q,21.65,22.70,21.65,22.35,21.65,22.75,103,36250,794550.00,
537839,PHOENIX TN  ,XT,Q,10.63,10.63,10.63,10.63,10.63,11.18,1,100,1063.00,
537840,RAUNAQEPC   ,XD,Q,131.20,134.95,130.00,134.95,134.95,135.30,7,356,46535.00,
538019,OBI LTD     ,B ,Q,37.35,37.35,37.35,37.35,37.35,35.60,12,3600,134460.00,
538057,CPSE ETF    ,B ,Q,27.52,27.91,27.52,27.88,27.88,27.61,1757,3245825,90324082.00,
538081,HARIA APL   ,XD,Q,3.29,3.29,2.99,2.99,2.99,3.14,10,5387,16801.00,
538092,JOONKTOLLEE ,XD,Q,150.00,156.90,150.00,152.00,152.00,150.40,11,2253,348104.00,
538128,WOMENS NEXT ,M ,Q,58.00,58.00,58.00,58.00,58.00,60.00,1,2000,116000.00,
538180,GOLD LINE   ,XC,Q,14.95,14.95,14.95,14.95,14.95,14.95,2,52,777.00,
538212,SHARP INV   ,XC,Q,9.20,9.20,9.20,9.20,9.20,9.68,3,165,1518.00,
538268,WONDERLA    ,B ,Q,370.00,381.00,370.00,376.15,377.95,367.65,251,5380,2025207.00,
538351,AFEL        ,XD,Q,7.09,7.09,6.86,7.05,7.05,7.01,12,4390,30619.00,
538364,BCPAL       ,XD,Q,46.15,46.15,46.15,46.15,46.15,46.15,1,3,138.00,
538365,ADHUNIKIND  ,B ,Q,104.20,104.95,98.50,102.40,102.40,103.25,72,43547,4460037.00,
538401,MAESTROS ELE,XT,Q,33.20,33.20,33.20,33.20,33.20,31.65,2,1500,49800.00,
538422,JACKSON     ,XD,Q,5.01,5.01,4.92,5.01,5.01,4.92,9,2777,13807.00,
538432,DIVINUS     ,XT,Q,249.00,259.00,249.00,254.95,259.00,249.35,24,171,43600.00,
538433,CLASSIC     ,XD,Q,3.80,3.80,3.05,3.19,3.19,3.66,917,815849,2658641.00,
538476,CTL         ,XD,Q,34.50,39.90,33.40,34.00,34.00,36.65,73,11784,422416.00,
538496,TARINI      ,M ,Q,18.00,18.00,18.00,18.00,18.00,18.00,1,3000,54000.00,
538520,SBL         ,XD,Q,0.57,0.57,0.53,0.55,0.55,0.55,32,39055,21125.00,
538521,CROWNTOURS  ,XT,Q,40.00,40.00,40.00,40.00,40.00,40.00,2,21,840.00,
538540,RLFL        ,XD,Q,3.18,3.18,3.18,3.18,3.18,3.34,4,6844,21763.00,
538542,GOLDCOINHF  ,XD,Q,9.10,9.50,9.06,9.50,9.50,9.53,14,5623,51940.00,
538546,BANSAL ROOF ,M ,Q,70.10,72.00,67.60,70.80,72.00,74.70,8,32000,2232000.00,
538548,VITANAGRO   ,XD,Q,19.00,19.20,18.90,19.20,19.20,18.95,3,600,11400.00,
538557,SAIBABA     ,XD,Q,216.50,217.50,215.00,217.25,217.00,216.05,59,15493,3345684.00,
538562,SKIPPER     ,B ,Q,159.00,159.00,155.35,155.70,158.00,157.85,326,69566,10837812.00,
538564,JAMESWARREN ,XC,Q,128.50,129.00,128.50,129.00,129.00,126.05,3,104,13415.00,
538566,BESTSTEEL   ,XD,Q,97.90,97.90,96.00,97.90,97.90,93.25,399,1058743,102619485.00,
538567,GULFOIL LUB ,B ,Q,678.10,699.90,670.00,680.75,670.00,669.50,266,3000,2047177.00,
538570,ACHAL       ,XD,Q,8.55,8.60,7.85,8.27,8.30,8.22,161,93273,769469.00,
538575,SOLISMAR    ,XC,Q,2.15,2.16,2.04,2.07,2.09,2.13,163,234401,490608.00,
538595,GLOSTER     ,XC,Q,526.00,537.00,519.00,527.50,519.00,529.45,37,1225,646822.00,
538596,QUANTBUILD  ,XT,Q,1.38,1.38,1.38,1.38,1.38,1.32,3,10698,14763.00,
538597,TTIENT      ,XD,Q,3.14,3.14,3.14,3.14,3.14,3.30,1,300,942.00,
538598,VISHAL      ,M ,Q,460.00,460.00,420.00,421.20,421.20,422.25,6,81000,36709612.00,
538607,OJASASSET   ,XC,Q,1.75,1.75,1.63,1.72,1.72,1.71,45,58005,96288.00,
538608, DWITIYA    ,XC,Q,1428.00,1428.00,1428.00,1428.00,1428.00,1400.00,1,1,1428.00,
538611,RTFL        ,XT,Q,20.75,20.75,20.75,20.75,20.75,21.80,1,1,20.00,
538635,SNOWMAN     ,B ,Q,58.35,59.80,58.30,58.95,58.95,58.00,1024,162090,9581754.00,
538647,PURSHOTTAM  ,XD,Q,12.33,12.33,12.33,12.33,12.33,11.75,2,2,24.00,
538653,AMMLTD      ,XC,Q,334.85,342.70,334.85,342.15,342.15,341.65,10,8146,2787086.00,
538666,SHARDACROP  ,B ,Q,477.70,497.75,472.10,494.75,494.75,475.25,444,9247,4505210.00,
538685,SHEMAROO    ,B ,Q,430.30,432.00,422.50,423.50,422.90,422.65,337,6021,2574745.00,
538706,ULTRACAB    ,B ,Q,132.50,135.00,128.10,130.00,130.00,132.05,248,13498,1768181.00,
538707,RCCL        ,XD,Q,27.70,27.70,27.70,27.70,27.70,26.40,7,1290,35733.00,
538708,ETIL        ,XD,Q,48.75,49.00,47.20,48.80,48.75,48.55,2262,371103,18068417.00,
538713,ATISHAY     ,B ,Q,81.00,82.50,80.00,80.90,80.10,79.40,92,18503,1495830.00,
538715,DHABRIYA    ,M ,Q,132.00,132.00,132.00,132.00,132.00,130.00,1,2500,330000.00,
538730,PDSMFL      ,B ,Q,147.00,148.00,144.00,144.00,144.00,148.00,15,625,91260.00,
538731,POWERGYM    ,M ,Q,14.65,15.25,14.65,15.25,15.25,15.20,3,12000,180600.00,
538734,ADCC        ,M ,Q,147.00,147.00,147.00,147.00,147.00,142.20,2,3000,441000.00,
538742,RUBYTEL     ,XD,Q,29.00,29.00,29.00,29.00,29.00,29.00,1,100,2900.00,
538770,CRANE INFRA ,XT,Q,8.37,8.37,8.37,8.37,8.37,8.81,1,60,502.00,
538771,PINCON      ,B ,Q,71.10,71.75,70.65,71.05,71.05,71.10,380,39517,2811552.00,
538772,M3GLOBAL    ,XT,Q,17.30,17.30,17.30,17.30,17.30,17.30,1,275,4757.00,
538787,GBFL        ,XC,Q,84.25,84.25,84.25,84.25,84.25,84.45,2,15,1263.00,
538795,SAPPL       ,XD,Q,182.80,191.85,182.80,188.20,184.55,186.05,5,162,29802.00,
538812,AANCHALISP  ,M ,Q,6.51,6.51,6.51,6.51,6.51,6.51,1,6000,39060.00,
538817,CAPPIPES    ,M ,Q,90.05,100.90,90.05,99.00,100.00,100.05,10,15000,1438275.00,
538834,MEL         ,XD,Q,303.45,303.55,303.00,303.15,303.55,303.50,34,2450,743257.00,
538835,INTELLECT   ,A ,Q,151.80,152.40,137.00,139.75,139.75,150.25,6451,455996,65129548.00,
538836,MONTECARLO  ,B ,Q,403.10,406.30,400.95,402.55,403.20,399.60,49,666,268698.00,
538837,JSTL        ,XD,Q,44.95,44.95,41.10,41.95,42.00,43.00,42,6583,280942.00,
538858,CAMSONBIO   ,XD,Q,24.95,24.95,24.00,24.45,24.45,24.00,116,33596,820917.00,
538860,PANAFIC     ,XD,Q,16.50,16.60,16.25,16.50,16.25,16.45,1744,885409,14644190.00,
538890,MKEXIM      ,XD,Q,10.00,10.00,10.00,10.00,10.00,9.53,1,150,1500.00,
538891,SIPROJECTS  ,XD,Q,172.55,173.30,168.40,168.95,168.55,172.85,647,21140,3604063.00,
538896,KANCHI      ,XT,Q,39.90,39.90,38.05,39.00,39.00,38.10,8,927,35614.00,
538902,DHUN TEAIND ,B ,Q,305.75,311.70,298.00,309.65,309.65,301.35,39,1966,607762.00,
538919,SKILVEN     ,XT,Q,21.65,21.65,20.60,20.60,20.60,21.65,8,445,9252.00,
538921,RAFL        ,M ,Q,60.00,60.00,60.00,60.00,60.00,52.50,7,17500,1050000.00,
538922,COSYN       ,XD,Q,197.25,197.65,191.10,195.00,194.00,198.15,191,13490,2630060.00,
538941,RCBFIIBG    ,B ,Q,8.00,8.67,8.00,8.67,8.67,8.35,3,99,806.00,
538942,MERCANTILE  ,XC,Q,9.03,9.27,9.03,9.27,9.27,9.50,7,750,6832.00,
538961,GENUSPAPER  ,B ,Q,5.54,5.69,5.50,5.61,5.60,5.64,39,29327,163511.00,
538962,MINDACORP   ,B ,Q,90.05,90.35,88.90,89.10,89.10,89.75,397,62739,5603930.00,
538963,PACT        ,XD,Q,3.12,3.27,3.12,3.14,3.12,3.27,7,125,390.00,
538964,MERCURYLAB  ,XT,Q,445.25,470.00,445.25,461.10,470.00,464.95,10,140,63405.00,
538965,CONCORD     ,XD,Q,55.00,56.00,54.00,54.95,54.25,52.50,21,5634,309347.00,
538979,GRNLAM IND  ,B ,Q,650.00,679.00,636.15,673.65,673.65,625.05,102,8217,5376460.00,
538987,TALBROSENG  ,XD,Q,292.00,295.50,283.05,286.00,286.00,290.50,25,982,283260.00,
538992,SAPL        ,XD,Q,79.05,94.00,79.05,94.00,94.00,86.20,2,105,8375.00,
539006,PTCIL       ,XD,Q,270.00,270.20,267.00,267.00,267.00,270.15,6,121,32657.00,
539007,MODI        ,XC,Q,275.20,280.00,262.55,270.70,270.70,274.10,143,249900,68326312.00,
539009,GBL         ,XT,Q,27.10,27.30,27.00,27.10,27.20,27.25,5,25000,679000.00,
539013,GITARENEW   ,XT,Q,18.05,18.05,18.05,18.05,18.05,18.90,1,42,758.00,
539014,KALPACOMME  ,XC,Q,85.05,92.00,85.05,87.50,87.00,87.25,13,57,5045.00,
539015,ORTEL       ,B ,Q,131.10,131.10,110.50,117.95,117.95,133.05,170,3729,440579.00,
539016,NEIL        ,XD,Q,44.00,44.00,44.00,44.00,44.00,45.60,1,2,88.00,
539017,ASHFL       ,M ,Q,66.80,70.00,66.80,67.00,67.00,63.25,4,16000,1083200.00,
539018,BEEKAY      ,XD,Q,134.95,134.95,134.95,134.95,134.95,134.95,5,150,20242.00,
539031,SETFBSE100  ,B ,Q,92.70,92.70,92.70,92.70,92.70,92.40,1,1,92.00,
539032,FRASER      ,XD,Q,13.88,13.88,12.60,12.62,13.54,13.26,41,5054,65235.00,
539040,TTIL        ,XD,Q,11.96,11.96,11.60,11.75,11.71,11.63,55,17688,209589.00,
539043,MANAKINDLTD ,T ,Q,25.35,25.90,25.25,25.35,25.35,26.55,60,16961,428630.00,
539044,MANAKSTELTD ,B ,Q,10.27,10.70,10.25,10.55,10.60,10.26,36,9492,97968.00,
539045,MNKALCOLTD  ,B ,Q,5.85,6.07,5.66,6.07,6.07,5.85,17,9423,54990.00,
539046,MNKCMILTD   ,B ,Q,7.30,8.00,7.26,7.75,7.75,7.40,50,9982,74852.00,
539056,ADLABS      ,B ,Q,76.90,77.00,75.35,75.75,75.50,75.45,698,37794,2884151.00,
539070,RCBFIICG    ,B ,Q,8.51,8.51,8.51,8.51,8.51,8.40,1,235,1999.00,
539083,INOXWIND    ,B ,Q,186.45,189.40,182.25,183.60,183.60,185.20,1787,79870,14859738.00,
539099,ATHCON      ,M ,Q,60.80,60.80,60.50,60.50,60.50,62.90,3,25000,1518500.00,
539113,PML         ,XD,Q,3301.00,3499.95,3301.00,3391.10,3360.00,3450.00,5,18,60239.00,
539116,OPCHAINS    ,M ,Q,17.10,17.10,17.10,17.10,17.10,18.50,1,10000,171000.00,
539118,VRLLOG      ,A ,Q,299.35,305.65,295.00,302.80,302.80,299.00,1165,32848,9940618.00,
539120,BFFL        ,XT,Q,12.88,12.88,12.88,12.88,12.88,13.55,1,2,25.00,
539122,BODHTREE    ,XD,Q,35.00,35.75,34.85,35.50,35.50,35.10,21,2377,83633.00,
539123,VBIND       ,XD,Q,305.70,307.15,305.70,306.30,306.30,305.70,51,16701,5112621.00,
539125,LAYLA       ,XC,Q,43.00,43.00,42.00,43.00,43.00,41.75,6,169,7117.00,
539126,MEP         ,B ,Q,41.00,41.65,40.80,41.20,41.20,40.75,152,9200,377845.00,
